User_id,Date,itemDescription,year,month,day,day_of_week
3115,2014-01-30,other vegetables,2014,1,30,3
3309,2014-01-30,domestic eggs,2014,1,30,3
1522,2014-01-30,margarine,2014,1,30,3
3815,2014-01-30,margarine,2014,1,30,3
1566,2014-01-30,waffles,2014,1,30,3
3815,2014-01-30,rolls/buns,2014,1,30,3
4073,2014-01-30,berries,2014,1,30,3
2758,2014-01-30,napkins,2014,1,30,3
2254,2014-01-30,napkins,2014,1,30,3
1146,2014-01-30,curd,2014,1,30,3
4372,2014-01-30,pastry,2014,1,30,3
1301,2014-01-30,whipped/sour cream,2014,1,30,3
2254,2014-01-30,mustard,2014,1,30,3
4513,2014-01-30,shopping bags,2014,1,30,3
1268,2014-01-30,brown bread,2014,1,30,3
1268,2014-01-30,margarine,2014,1,30,3
2758,2014-01-30,dishes,2014,1,30,3
2199,2014-01-30,rolls/buns,2014,1,30,3
1146,2014-01-30,soft cheese,2014,1,30,3
4372,2014-01-30,brown bread,2014,1,30,3
1301,2014-01-30,roll products ,2014,1,30,3
4434,2014-01-30,beverages,2014,1,30,3
2199,2014-01-30,coffee,2014,1,30,3
1424,2014-01-30,long life bakery product,2014,1,30,3
2254,2014-01-30,frozen vegetables,2014,1,30,3
4513,2014-01-30,soft cheese,2014,1,30,3
4434,2014-01-30,butter,2014,1,30,3
3767,2014-01-30,meat,2014,1,30,3
2909,2014-01-30,butter,2014,1,30,3
1488,2014-01-30,meat,2014,1,30,3
4884,2014-01-30,other vegetables,2014,1,30,3
4242,2014-01-30,yogurt,2014,1,30,3
2132,2014-01-30,sugar,2014,1,30,3
4513,2014-01-30,dessert,2014,1,30,3
1424,2014-01-30,grapes,2014,1,30,3
1268,2014-01-30,other vegetables,2014,1,30,3
1566,2014-01-30,tropical fruit,2014,1,30,3
3815,2014-01-30,whole milk,2014,1,30,3
3115,2014-01-30,cream cheese ,2014,1,30,3
1522,2014-01-30,whole milk,2014,1,30,3
4434,2014-01-30,domestic eggs,2014,1,30,3
2254,2014-01-30,light bulbs,2014,1,30,3
3309,2014-01-30,white bread,2014,1,30,3
4242,2014-01-30,brown bread,2014,1,30,3
4884,2014-01-30,coffee,2014,1,30,3
1488,2014-01-30,UHT-milk,2014,1,30,3
2909,2014-01-30,domestic eggs,2014,1,30,3
3767,2014-01-30,pasta,2014,1,30,3
2132,2014-01-30,candy,2014,1,30,3
3964,2014-01-30,root vegetables,2014,1,30,3
2578,2014-01-30,frozen fish,2014,1,30,3
4832,2014-01-30,soda,2014,1,30,3
1391,2014-01-30,bottled beer,2014,1,30,3
4073,2014-01-30,UHT-milk,2014,1,30,3
3221,2014-01-30,salty snack,2014,1,30,3
4443,2014-01-31,whole milk,2014,1,31,4
1905,2014-01-31,soups,2014,1,31,4
3184,2014-01-31,semi-finished bread,2014,1,31,4
1297,2014-01-31,red/blush wine,2014,1,31,4
3769,2014-01-31,yogurt,2014,1,31,4
2164,2014-01-31,curd cheese,2014,1,31,4
3015,2014-01-31,bottled water,2014,1,31,4
4715,2014-01-31,softener,2014,1,31,4
1860,2014-01-31,rolls/buns,2014,1,31,4
3131,2014-01-31,yogurt,2014,1,31,4
4077,2014-01-31,whole milk,2014,1,31,4
2303,2014-01-31,grapes,2014,1,31,4
1148,2014-01-31,soda,2014,1,31,4
1367,2014-01-31,bottled beer,2014,1,31,4
3015,2014-01-31,margarine,2014,1,31,4
3474,2014-01-31,long life bakery product,2014,1,31,4
4616,2014-01-31,pastry,2014,1,31,4
3474,2014-01-31,fruit/vegetable juice,2014,1,31,4
4375,2014-01-31,butter,2014,1,31,4
3769,2014-01-31,domestic eggs,2014,1,31,4
2761,2014-01-31,frozen vegetables,2014,1,31,4
2761,2014-01-31,shopping bags,2014,1,31,4
1148,2014-01-31,long life bakery product,2014,1,31,4
4375,2014-01-31,waffles,2014,1,31,4
2495,2014-01-31,snack products,2014,1,31,4
2732,2014-01-31,brown bread,2014,1,31,4
3769,2014-01-31,white bread,2014,1,31,4
1554,2014-01-31,vinegar,2014,1,31,4
4616,2014-01-31,Instant food products,2014,1,31,4
2761,2014-01-31,shopping bags,2014,1,31,4
1554,2014-01-31,hygiene articles,2014,1,31,4
3456,2014-01-31,yogurt,2014,1,31,4
4400,2014-01-31,pet care,2014,1,31,4
4400,2014-01-31,butter milk,2014,1,31,4
2495,2014-01-31,rolls/buns,2014,1,31,4
3583,2014-01-31,ice cream,2014,1,31,4
4744,2014-01-31,frankfurter,2014,1,31,4
3268,2014-01-31,hamburger meat,2014,1,31,4
4924,2014-01-31,sausage,2014,1,31,4
3713,2014-01-31,finished products,2014,1,31,4
3583,2014-01-31,other vegetables,2014,1,31,4
3456,2014-01-31,canned fish,2014,1,31,4
2761,2014-01-31,other vegetables,2014,1,31,4
1148,2014-01-31,root vegetables,2014,1,31,4
2303,2014-01-31,decalcifier,2014,1,31,4
4077,2014-01-31,coffee,2014,1,31,4
3131,2014-01-31,long life bakery product,2014,1,31,4
4715,2014-01-31,sausage,2014,1,31,4
2732,2014-01-31,grapes,2014,1,31,4
1367,2014-01-31,whole milk,2014,1,31,4
1860,2014-01-31,sausage,2014,1,31,4
4924,2014-01-31,salty snack,2014,1,31,4
3268,2014-01-31,dish cleaner,2014,1,31,4
4744,2014-01-31,other vegetables,2014,1,31,4
2732,2014-01-31,berries,2014,1,31,4
2495,2014-01-31,citrus fruit,2014,1,31,4
3713,2014-01-31,berries,2014,1,31,4
1905,2014-01-31,seasonal products,2014,1,31,4
3184,2014-01-31,packaged fruit/vegetables,2014,1,31,4
1297,2014-01-31,yogurt,2014,1,31,4
3769,2014-01-31,rolls/buns,2014,1,31,4
2164,2014-01-31,pip fruit,2014,1,31,4
4443,2014-01-31,other vegetables,2014,1,31,4
3015,2014-01-31,ham,2014,1,31,4
3220,2014-02-01,salty snack,2014,2,1,5
2690,2014-02-01,grapes,2014,2,1,5
3805,2014-02-01,white bread,2014,2,1,5
4316,2014-02-01,candy,2014,2,1,5
3243,2014-02-01,pot plants,2014,2,1,5
2717,2014-02-01,fruit/vegetable juice,2014,2,1,5
3120,2014-02-01,whole milk,2014,2,1,5
1878,2014-02-01,dessert,2014,2,1,5
4527,2014-02-01,curd,2014,2,1,5
4746,2014-02-01,margarine,2014,2,1,5
3663,2014-02-01,frozen vegetables,2014,2,1,5
1965,2014-02-01,chewing gum,2014,2,1,5
4746,2014-02-01,newspapers,2014,2,1,5
2475,2014-02-01,roll products ,2014,2,1,5
2202,2014-02-01,coffee,2014,2,1,5
1809,2014-02-01,waffles,2014,2,1,5
3758,2014-02-01,rolls/buns,2014,2,1,5
2755,2014-02-01,whole milk,2014,2,1,5
3663,2014-02-01,roll products ,2014,2,1,5
1965,2014-02-01,yogurt,2014,2,1,5
3156,2014-02-01,soda,2014,2,1,5
2475,2014-02-01,dishes,2014,2,1,5
2202,2014-02-01,sauces,2014,2,1,5
3120,2014-02-01,newspapers,2014,2,1,5
4140,2014-02-01,newspapers,2014,2,1,5
3156,2014-02-01,whipped/sour cream,2014,2,1,5
4887,2014-02-01,soap,2014,2,1,5
3663,2014-02-01,rolls/buns,2014,2,1,5
3758,2014-02-01,domestic eggs,2014,2,1,5
2755,2014-02-01,beef,2014,2,1,5
4255,2014-02-01,frankfurter,2014,2,1,5
1175,2014-02-01,hamburger meat,2014,2,1,5
4548,2014-02-01,UHT-milk,2014,2,1,5
1809,2014-02-01,root vegetables,2014,2,1,5
3758,2014-02-01,rolls/buns,2014,2,1,5
3107,2014-02-01,rolls/buns,2014,2,1,5
4887,2014-02-01,long life bakery product,2014,2,1,5
4140,2014-02-01,curd,2014,2,1,5
4527,2014-02-01,brown bread,2014,2,1,5
1878,2014-02-01,root vegetables,2014,2,1,5
3120,2014-02-01,beef,2014,2,1,5
4247,2014-02-01,soda,2014,2,1,5
2717,2014-02-01,fruit/vegetable juice,2014,2,1,5
3243,2014-02-01,whole milk,2014,2,1,5
1809,2014-02-01,hard cheese,2014,2,1,5
4548,2014-02-01,other vegetables,2014,2,1,5
1175,2014-02-01,other vegetables,2014,2,1,5
4255,2014-02-01,margarine,2014,2,1,5
4247,2014-02-01,butter,2014,2,1,5
3220,2014-02-01,canned beer,2014,2,1,5
2690,2014-02-01,rolls/buns,2014,2,1,5
3805,2014-02-01,semi-finished bread,2014,2,1,5
4316,2014-02-01,tropical fruit,2014,2,1,5
3107,2014-02-01,whole milk,2014,2,1,5
2755,2014-02-01,fruit/vegetable juice,2014,2,1,5
4947,2014-02-02,frozen potato products,2014,2,2,6
1180,2014-02-02,frozen potato products,2014,2,2,6
4291,2014-02-02,cream cheese ,2014,2,2,6
4133,2014-02-02,yogurt,2014,2,2,6
1139,2014-02-02,brown bread,2014,2,2,6
2036,2014-02-02,soda,2014,2,2,6
3194,2014-02-02,frozen vegetables,2014,2,2,6
1939,2014-02-02,whipped/sour cream,2014,2,2,6
2215,2014-02-02,curd,2014,2,2,6
1180,2014-02-02,whole milk,2014,2,2,6
4406,2014-02-02,other vegetables,2014,2,2,6
1139,2014-02-02,canned beer,2014,2,2,6
1791,2014-02-02,cake bar,2014,2,2,6
1791,2014-02-02,yogurt,2014,2,2,6
4133,2014-02-02,soda,2014,2,2,6
2215,2014-02-02,napkins,2014,2,2,6
2505,2014-02-02,frozen vegetables,2014,2,2,6
4406,2014-02-02,newspapers,2014,2,2,6
3289,2014-02-02,sugar,2014,2,2,6
2505,2014-02-02,fruit/vegetable juice,2014,2,2,6
4679,2014-02-02,shopping bags,2014,2,2,6
1923,2014-02-02,pip fruit,2014,2,2,6
1113,2014-02-02,canned beer,2014,2,2,6
4635,2014-02-02,root vegetables,2014,2,2,6
2435,2014-02-02,sausage,2014,2,2,6
1996,2014-02-02,domestic eggs,2014,2,2,6
3921,2014-02-02,hard cheese,2014,2,2,6
1113,2014-02-02,curd,2014,2,2,6
4635,2014-02-02,baking powder,2014,2,2,6
4679,2014-02-02,beef,2014,2,2,6
3289,2014-02-02,hard cheese,2014,2,2,6
1923,2014-02-02,meat,2014,2,2,6
4947,2014-02-02,white wine,2014,2,2,6
1791,2014-02-02,tropical fruit,2014,2,2,6
4133,2014-02-02,canned beer,2014,2,2,6
1139,2014-02-02,rolls/buns,2014,2,2,6
2036,2014-02-02,whole milk,2014,2,2,6
3194,2014-02-02,tropical fruit,2014,2,2,6
1939,2014-02-02,rolls/buns,2014,2,2,6
2435,2014-02-02,dessert,2014,2,2,6
1996,2014-02-02,whipped/sour cream,2014,2,2,6
3921,2014-02-02,coffee,2014,2,2,6
4291,2014-02-02,whole milk,2014,2,2,6
1791,2014-02-02,bottled beer,2014,2,2,6
4582,2014-02-03,specialty chocolate,2014,2,3,0
4504,2014-02-03,seasonal products,2014,2,3,0
3807,2014-02-03,cat food,2014,2,3,0
4751,2014-02-03,butter,2014,2,3,0
1661,2014-02-03,whipped/sour cream,2014,2,3,0
3442,2014-02-03,brandy,2014,2,3,0
2094,2014-02-03,whole milk,2014,2,3,0
2139,2014-02-03,butter milk,2014,2,3,0
3254,2014-02-03,other vegetables,2014,2,3,0
4297,2014-02-03,fruit/vegetable juice,2014,2,3,0
1661,2014-02-03,salty snack,2014,2,3,0
2334,2014-02-03,coffee,2014,2,3,0
1605,2014-02-03,soda,2014,2,3,0
3787,2014-02-03,pasta,2014,2,3,0
4297,2014-02-03,shopping bags,2014,2,3,0
1118,2014-02-03,sliced cheese,2014,2,3,0
4656,2014-02-03,oil,2014,2,3,0
4045,2014-02-03,rolls/buns,2014,2,3,0
2334,2014-02-03,soda,2014,2,3,0
4297,2014-02-03,shopping bags,2014,2,3,0
4751,2014-02-03,candy,2014,2,3,0
3807,2014-02-03,fruit/vegetable juice,2014,2,3,0
4504,2014-02-03,soups,2014,2,3,0
4582,2014-02-03,other vegetables,2014,2,3,0
1605,2014-02-03,fruit/vegetable juice,2014,2,3,0
4683,2014-02-03,domestic eggs,2014,2,3,0
1549,2014-02-03,pastry,2014,2,3,0
4132,2014-02-03,bottled water,2014,2,3,0
4796,2014-02-03,Instant food products,2014,2,3,0
2254,2014-02-03,newspapers,2014,2,3,0
4656,2014-02-03,frozen dessert,2014,2,3,0
4826,2014-02-03,curd,2014,2,3,0
4826,2014-02-03,whole milk,2014,2,3,0
1118,2014-02-03,frozen vegetables,2014,2,3,0
4683,2014-02-03,domestic eggs,2014,2,3,0
1033,2014-02-03,frankfurter,2014,2,3,0
4359,2014-02-03,butter milk,2014,2,3,0
2906,2014-02-03,whole milk,2014,2,3,0
4656,2014-02-03,hamburger meat,2014,2,3,0
4045,2014-02-03,beef,2014,2,3,0
1549,2014-02-03,domestic eggs,2014,2,3,0
4132,2014-02-03,yogurt,2014,2,3,0
4796,2014-02-03,rolls/buns,2014,2,3,0
1118,2014-02-03,bottled beer,2014,2,3,0
4683,2014-02-03,cling film/bags,2014,2,3,0
2254,2014-02-03,whipped/sour cream,2014,2,3,0
2334,2014-02-03,root vegetables,2014,2,3,0
1661,2014-02-03,root vegetables,2014,2,3,0
4690,2014-02-03,chicken,2014,2,3,0
2094,2014-02-03,whole milk,2014,2,3,0
4297,2014-02-03,whole milk,2014,2,3,0
4132,2014-02-03,shopping bags,2014,2,3,0
1549,2014-02-03,coffee,2014,2,3,0
4045,2014-02-03,pip fruit,2014,2,3,0
4656,2014-02-03,other vegetables,2014,2,3,0
2906,2014-02-03,butter,2014,2,3,0
4359,2014-02-03,rolls/buns,2014,2,3,0
4796,2014-02-03,curd cheese,2014,2,3,0
4690,2014-02-03,butter,2014,2,3,0
3442,2014-02-03,rolls/buns,2014,2,3,0
3787,2014-02-03,pip fruit,2014,2,3,0
2139,2014-02-03,other vegetables,2014,2,3,0
3254,2014-02-03,whole milk,2014,2,3,0
1033,2014-02-03,pastry,2014,2,3,0
2045,2014-02-04,soft cheese,2014,2,4,1
3896,2014-02-04,misc. beverages,2014,2,4,1
3476,2014-02-04,pastry,2014,2,4,1
3249,2014-02-04,beverages,2014,2,4,1
2748,2014-02-04,processed cheese,2014,2,4,1
2125,2014-02-04,chewing gum,2014,2,4,1
1777,2014-02-04,sugar,2014,2,4,1
2584,2014-02-04,curd,2014,2,4,1
2045,2014-02-04,other vegetables,2014,2,4,1
3896,2014-02-04,spread cheese,2014,2,4,1
2868,2014-02-04,soda,2014,2,4,1
2204,2014-02-04,bottled beer,2014,2,4,1
4747,2014-02-04,soft cheese,2014,2,4,1
4474,2014-02-04,butter milk,2014,2,4,1
2584,2014-02-04,bottled beer,2014,2,4,1
1999,2014-02-04,brown bread,2014,2,4,1
1561,2014-02-04,white bread,2014,2,4,1
1706,2014-02-04,yogurt,2014,2,4,1
2125,2014-02-04,soda,2014,2,4,1
3011,2014-02-04,frozen meals,2014,2,4,1
2049,2014-02-04,whole milk,2014,2,4,1
2125,2014-02-04,oil,2014,2,4,1
2868,2014-02-04,salty snack,2014,2,4,1
4474,2014-02-04,fruit/vegetable juice,2014,2,4,1
4129,2014-02-04,napkins,2014,2,4,1
1999,2014-02-04,white wine,2014,2,4,1
1561,2014-02-04,white bread,2014,2,4,1
1706,2014-02-04,soda,2014,2,4,1
1376,2014-02-04,pot plants,2014,2,4,1
4129,2014-02-04,waffles,2014,2,4,1
3129,2014-02-04,coffee,2014,2,4,1
2049,2014-02-04,other vegetables,2014,2,4,1
2049,2014-02-04,other vegetables,2014,2,4,1
4312,2014-02-04,whole milk,2014,2,4,1
2058,2014-02-04,rolls/buns,2014,2,4,1
3641,2014-02-04,white bread,2014,2,4,1
3011,2014-02-04,other vegetables,2014,2,4,1
3414,2014-02-04,bottled water,2014,2,4,1
3786,2014-02-04,berries,2014,2,4,1
1546,2014-02-04,white bread,2014,2,4,1
2709,2014-02-04,whole milk,2014,2,4,1
3129,2014-02-04,sweet spreads,2014,2,4,1
1376,2014-02-04,dessert,2014,2,4,1
2204,2014-02-04,other vegetables,2014,2,4,1
3896,2014-02-04,pip fruit,2014,2,4,1
2045,2014-02-04,tropical fruit,2014,2,4,1
2584,2014-02-04,whole milk,2014,2,4,1
3556,2014-02-04,pork,2014,2,4,1
1777,2014-02-04,margarine,2014,2,4,1
2125,2014-02-04,yogurt,2014,2,4,1
1546,2014-02-04,canned fish,2014,2,4,1
3786,2014-02-04,pastry,2014,2,4,1
3414,2014-02-04,cream cheese ,2014,2,4,1
3011,2014-02-04,rolls/buns,2014,2,4,1
3641,2014-02-04,bottled water,2014,2,4,1
2709,2014-02-04,bottled water,2014,2,4,1
4312,2014-02-04,cocoa drinks,2014,2,4,1
3556,2014-02-04,margarine,2014,2,4,1
3476,2014-02-04,ice cream,2014,2,4,1
3249,2014-02-04,dessert,2014,2,4,1
2748,2014-02-04,misc. beverages,2014,2,4,1
2058,2014-02-04,other vegetables,2014,2,4,1
4747,2014-02-04,pip fruit,2014,2,4,1
3629,2014-02-05,other vegetables,2014,2,5,2
1246,2014-02-05,canned beer,2014,2,5,2
3321,2014-02-05,sliced cheese,2014,2,5,2
1165,2014-02-05,whole milk,2014,2,5,2
1136,2014-02-05,flower (seeds),2014,2,5,2
2028,2014-02-05,flower (seeds),2014,2,5,2
3344,2014-02-05,cling film/bags,2014,2,5,2
4807,2014-02-05,cream cheese ,2014,2,5,2
3030,2014-02-05,pastry,2014,2,5,2
2313,2014-02-05,dishes,2014,2,5,2
3411,2014-02-05,dessert,2014,2,5,2
3727,2014-02-05,cat food,2014,2,5,2
4376,2014-02-05,rolls/buns,2014,2,5,2
2147,2014-02-05,soda,2014,2,5,2
1972,2014-02-05,bottled beer,2014,2,5,2
4015,2014-02-05,rolls/buns,2014,2,5,2
4211,2014-02-05,rolls/buns,2014,2,5,2
1492,2014-02-05,yogurt,2014,2,5,2
1805,2014-02-05,newspapers,2014,2,5,2
4468,2014-02-05,chocolate,2014,2,5,2
3030,2014-02-05,dish cleaner,2014,2,5,2
3727,2014-02-05,beverages,2014,2,5,2
1972,2014-02-05,whipped/sour cream,2014,2,5,2
4015,2014-02-05,shopping bags,2014,2,5,2
2147,2014-02-05,chocolate,2014,2,5,2
4211,2014-02-05,curd cheese,2014,2,5,2
1492,2014-02-05,rolls/buns,2014,2,5,2
1169,2014-02-05,margarine,2014,2,5,2
4468,2014-02-05,dishes,2014,2,5,2
1445,2014-02-05,chocolate,2014,2,5,2
1805,2014-02-05,citrus fruit,2014,2,5,2
4468,2014-02-05,soft cheese,2014,2,5,2
3426,2014-02-05,pork,2014,2,5,2
1586,2014-02-05,pip fruit,2014,2,5,2
2608,2014-02-05,tropical fruit,2014,2,5,2
1959,2014-02-05,root vegetables,2014,2,5,2
1805,2014-02-05,tropical fruit,2014,2,5,2
4468,2014-02-05,bottled water,2014,2,5,2
1492,2014-02-05,whole milk,2014,2,5,2
3411,2014-02-05,other vegetables,2014,2,5,2
2313,2014-02-05,other vegetables,2014,2,5,2
3030,2014-02-05,citrus fruit,2014,2,5,2
4807,2014-02-05,pickled vegetables,2014,2,5,2
1136,2014-02-05,citrus fruit,2014,2,5,2
1445,2014-02-05,other vegetables,2014,2,5,2
3727,2014-02-05,rolls/buns,2014,2,5,2
1959,2014-02-05,softener,2014,2,5,2
2028,2014-02-05,dessert,2014,2,5,2
2608,2014-02-05,cream cheese ,2014,2,5,2
1586,2014-02-05,rolls/buns,2014,2,5,2
1169,2014-02-05,soda,2014,2,5,2
4376,2014-02-05,butter,2014,2,5,2
3426,2014-02-05,pip fruit,2014,2,5,2
3629,2014-02-05,grapes,2014,2,5,2
1246,2014-02-05,yogurt,2014,2,5,2
3321,2014-02-05,butter,2014,2,5,2
1165,2014-02-05,frozen vegetables,2014,2,5,2
3344,2014-02-05,tropical fruit,2014,2,5,2
4995,2014-02-06,mayonnaise,2014,2,6,3
4772,2014-02-06,sauces,2014,2,6,3
3129,2014-02-06,coffee,2014,2,6,3
2862,2014-02-06,kitchen towels,2014,2,6,3
4371,2014-02-06,domestic eggs,2014,2,6,3
1923,2014-02-06,tropical fruit,2014,2,6,3
2605,2014-02-06,other vegetables,2014,2,6,3
1011,2014-02-06,pastry,2014,2,6,3
2612,2014-02-06,newspapers,2014,2,6,3
3895,2014-02-06,soda,2014,2,6,3
1811,2014-02-06,other vegetables,2014,2,6,3
2063,2014-02-06,brandy,2014,2,6,3
2365,2014-02-06,margarine,2014,2,6,3
2068,2014-02-06,yogurt,2014,2,6,3
2068,2014-02-06,specialty vegetables,2014,2,6,3
1811,2014-02-06,dessert,2014,2,6,3
2605,2014-02-06,yogurt,2014,2,6,3
3895,2014-02-06,yogurt,2014,2,6,3
2157,2014-02-06,dishes,2014,2,6,3
2807,2014-02-06,rolls/buns,2014,2,6,3
1811,2014-02-06,pastry,2014,2,6,3
2605,2014-02-06,white bread,2014,2,6,3
3895,2014-02-06,margarine,2014,2,6,3
2862,2014-02-06,shopping bags,2014,2,6,3
3129,2014-02-06,dessert,2014,2,6,3
4995,2014-02-06,domestic eggs,2014,2,6,3
2063,2014-02-06,pastry,2014,2,6,3
4891,2014-02-06,cream cheese ,2014,2,6,3
2807,2014-02-06,newspapers,2014,2,6,3
2807,2014-02-06,newspapers,2014,2,6,3
1932,2014-02-06,onions,2014,2,6,3
1905,2014-02-06,butter,2014,2,6,3
4891,2014-02-06,dog food,2014,2,6,3
1767,2014-02-06,frankfurter,2014,2,6,3
2093,2014-02-06,whole milk,2014,2,6,3
2199,2014-02-06,citrus fruit,2014,2,6,3
2742,2014-02-06,coffee,2014,2,6,3
4645,2014-02-06,chewing gum,2014,2,6,3
3438,2014-02-06,citrus fruit,2014,2,6,3
2157,2014-02-06,grapes,2014,2,6,3
3468,2014-02-06,whipped/sour cream,2014,2,6,3
4891,2014-02-06,specialty bar,2014,2,6,3
2612,2014-02-06,white bread,2014,2,6,3
1932,2014-02-06,specialty chocolate,2014,2,6,3
2807,2014-02-06,herbs,2014,2,6,3
1811,2014-02-06,canned beer,2014,2,6,3
2605,2014-02-06,pork,2014,2,6,3
2612,2014-02-06,specialty bar,2014,2,6,3
1905,2014-02-06,cat food,2014,2,6,3
3468,2014-02-06,yogurt,2014,2,6,3
2157,2014-02-06,chocolate marshmallow,2014,2,6,3
3438,2014-02-06,rolls/buns,2014,2,6,3
4645,2014-02-06,butter,2014,2,6,3
3895,2014-02-06,cat food,2014,2,6,3
2199,2014-02-06,rolls/buns,2014,2,6,3
2742,2014-02-06,cream cheese ,2014,2,6,3
1767,2014-02-06,UHT-milk,2014,2,6,3
4371,2014-02-06,chocolate,2014,2,6,3
4772,2014-02-06,whole milk,2014,2,6,3
1923,2014-02-06,domestic eggs,2014,2,6,3
2365,2014-02-06,beef,2014,2,6,3
1011,2014-02-06,curd cheese,2014,2,6,3
2093,2014-02-06,other vegetables,2014,2,6,3
4131,2014-02-07,rolls/buns,2014,2,7,4
3849,2014-02-07,baking powder,2014,2,7,4
4628,2014-02-07,coffee,2014,2,7,4
3213,2014-02-07,chocolate marshmallow,2014,2,7,4
4243,2014-02-07,chocolate,2014,2,7,4
1565,2014-02-07,rolls/buns,2014,2,7,4
3119,2014-02-07,flour,2014,2,7,4
4479,2014-02-07,waffles,2014,2,7,4
1995,2014-02-07,frozen dessert,2014,2,7,4
1286,2014-02-07,root vegetables,2014,2,7,4
3393,2014-02-07,frozen potato products,2014,2,7,4
4626,2014-02-07,pastry,2014,2,7,4
3094,2014-02-07,brown bread,2014,2,7,4
1733,2014-02-07,butter,2014,2,7,4
2104,2014-02-07,bottled water,2014,2,7,4
4243,2014-02-07,white wine,2014,2,7,4
1609,2014-02-07,soft cheese,2014,2,7,4
3425,2014-02-07,pastry,2014,2,7,4
1922,2014-02-07,bottled water,2014,2,7,4
3213,2014-02-07,hard cheese,2014,2,7,4
4628,2014-02-07,curd,2014,2,7,4
4933,2014-02-07,soda,2014,2,7,4
3776,2014-02-07,UHT-milk,2014,2,7,4
4933,2014-02-07,white bread,2014,2,7,4
3776,2014-02-07,specialty chocolate,2014,2,7,4
1609,2014-02-07,napkins,2014,2,7,4
3425,2014-02-07,newspapers,2014,2,7,4
1922,2014-02-07,sugar,2014,2,7,4
1534,2014-02-07,pastry,2014,2,7,4
3094,2014-02-07,soda,2014,2,7,4
4820,2014-02-07,male cosmetics,2014,2,7,4
4822,2014-02-07,brown bread,2014,2,7,4
4820,2014-02-07,other vegetables,2014,2,7,4
4251,2014-02-07,whole milk,2014,2,7,4
3795,2014-02-07,yogurt,2014,2,7,4
4408,2014-02-07,shopping bags,2014,2,7,4
1379,2014-02-07,whole milk,2014,2,7,4
4933,2014-02-07,white wine,2014,2,7,4
3776,2014-02-07,whole milk,2014,2,7,4
2104,2014-02-07,pastry,2014,2,7,4
4251,2014-02-07,ham,2014,2,7,4
4822,2014-02-07,rolls/buns,2014,2,7,4
1534,2014-02-07,other vegetables,2014,2,7,4
1565,2014-02-07,chewing gum,2014,2,7,4
3393,2014-02-07,whole milk,2014,2,7,4
1995,2014-02-07,frozen meals,2014,2,7,4
4479,2014-02-07,brown bread,2014,2,7,4
1286,2014-02-07,long life bakery product,2014,2,7,4
3094,2014-02-07,whole milk,2014,2,7,4
2104,2014-02-07,domestic eggs,2014,2,7,4
3776,2014-02-07,yogurt,2014,2,7,4
4933,2014-02-07,rolls/buns,2014,2,7,4
1379,2014-02-07,root vegetables,2014,2,7,4
4408,2014-02-07,misc. beverages,2014,2,7,4
3119,2014-02-07,tropical fruit,2014,2,7,4
1733,2014-02-07,zwieback,2014,2,7,4
3795,2014-02-07,pip fruit,2014,2,7,4
4131,2014-02-07,onions,2014,2,7,4
3849,2014-02-07,berries,2014,2,7,4
4628,2014-02-07,bottled water,2014,2,7,4
3213,2014-02-07,soda,2014,2,7,4
4243,2014-02-07,other vegetables,2014,2,7,4
4626,2014-02-07,root vegetables,2014,2,7,4
1932,2014-02-08,cat food,2014,2,8,5
2256,2014-02-08,frozen vegetables,2014,2,8,5
2408,2014-02-08,shopping bags,2014,2,8,5
3721,2014-02-08,brown bread,2014,2,8,5
2857,2014-02-08,whipped/sour cream,2014,2,8,5
4699,2014-02-08,misc. beverages,2014,2,8,5
4180,2014-02-08,canned beer,2014,2,8,5
2704,2014-02-08,whole milk,2014,2,8,5
2098,2014-02-08,rolls/buns,2014,2,8,5
4957,2014-02-08,bottled beer,2014,2,8,5
3473,2014-02-08,shopping bags,2014,2,8,5
1602,2014-02-08,beef,2014,2,8,5
2451,2014-02-08,domestic eggs,2014,2,8,5
2581,2014-02-08,canned beer,2014,2,8,5
2241,2014-02-08,photo/film,2014,2,8,5
2726,2014-02-08,cream cheese ,2014,2,8,5
2704,2014-02-08,bottled beer,2014,2,8,5
1239,2014-02-08,roll products ,2014,2,8,5
1888,2014-02-08,yogurt,2014,2,8,5
2098,2014-02-08,fruit/vegetable juice,2014,2,8,5
2869,2014-02-08,brown bread,2014,2,8,5
2649,2014-02-08,shopping bags,2014,2,8,5
4076,2014-02-08,other vegetables,2014,2,8,5
1703,2014-02-08,frozen vegetables,2014,2,8,5
2098,2014-02-08,canned beer,2014,2,8,5
2581,2014-02-08,curd,2014,2,8,5
2726,2014-02-08,soft cheese,2014,2,8,5
1613,2014-02-08,butter,2014,2,8,5
3617,2014-02-08,fruit/vegetable juice,2014,2,8,5
1239,2014-02-08,waffles,2014,2,8,5
1888,2014-02-08,waffles,2014,2,8,5
3617,2014-02-08,brown bread,2014,2,8,5
2649,2014-02-08,shopping bags,2014,2,8,5
1613,2014-02-08,whole milk,2014,2,8,5
1703,2014-02-08,newspapers,2014,2,8,5
3473,2014-02-08,tropical fruit,2014,2,8,5
1602,2014-02-08,ice cream,2014,2,8,5
2451,2014-02-08,candy,2014,2,8,5
2704,2014-02-08,vinegar,2014,2,8,5
2649,2014-02-08,bottled water,2014,2,8,5
2869,2014-02-08,bottled water,2014,2,8,5
4957,2014-02-08,whole milk,2014,2,8,5
1703,2014-02-08,whole milk,2014,2,8,5
